"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Familienstand","ledig",2009,"200906",646407,641466,0.12,0.77,647097
"Familienstand","ledig",2009,"200907",647191,642668,0.12,0.7,647474
"Familienstand","ledig",2009,"200908",647768,642579,0.09,0.81,647906
"Familienstand","ledig",2009,"200909",649002,645094,0.19,0.61,648232
"Familienstand","ledig",2009,"200910",652110,648996,0.48,0.48,648491
"Familienstand","ledig",2009,"200911",652144,650433,0.01,0.26,648634
"Familienstand","ledig",2009,"200912",651898,650826,-0.04,0.16,648723
"Familienstand","ledig",2008,"200801",637599,617092,0.25,3.32,627782
"Familienstand","ledig",2008,"200802",638688,619412,0.17,3.11,629388
"Familienstand","ledig",2008,"200803",640723,620844,0.32,3.2,631045
"Familienstand","ledig",2008,"200804",642489,623122,0.28,3.11,632659
"Familienstand","ledig",2008,"200805",643365,624453,0.14,3.03,634235
"Familienstand","ledig",2008,"200806",641466,625513,-0.3,2.55,635564
"Familienstand","ledig",2008,"200807",642668,624539,0.19,2.9,637075
"Familienstand","ledig",2008,"200808",642579,625445,-0.01,2.74,638503
"Familienstand","ledig",2008,"200809",645094,627928,0.39,2.73,639933
"Familienstand","ledig",2008,"200810",648996,633409,0.6,2.46,641232
"Familienstand","ledig",2008,"200811",650433,635120,0.22,2.41,642508
"Familienstand","ledig",2008,"200812",650826,635999,0.06,2.33,643744
"Familienstand","ledig",2007,"200701",617092,584053,0.44,5.66,603488
"Familienstand","ledig",2007,"200702",619412,588643,0.38,5.23,606052
"Familienstand","ledig",2007,"200703",620844,590469,0.23,5.14,608583
"Familienstand","ledig",2007,"200704",623122,593225,0.37,5.04,611075
"Familienstand","ledig",2007,"200705",624453,597385,0.21,4.53,613331
"Familienstand","ledig",2007,"200706",625513,600914,0.17,4.09,615380
"Familienstand","ledig",2007,"200707",624539,603260,-0.16,3.53,617154
"Familienstand","ledig",2007,"200708",625445,604037,0.15,3.54,618938
"Familienstand","ledig",2007,"200709",627928,606697,0.4,3.5,620707
"Familienstand","ledig",2007,"200710",633409,611986,0.87,3.5,622492
"Familienstand","ledig",2007,"200711",635120,613771,0.27,3.48,624271
"Familienstand","ledig",2007,"200712",635999,614378,0.14,3.52,626073
"Familienstand","ledig",2006,"200601",584053,568565,0.59,2.72,576303
"Familienstand","ledig",2006,"200602",588643,570100,0.79,3.25,577848
"Familienstand","ledig",2006,"200603",590469,572023,0.31,3.22,579385
"Familienstand","ledig",2006,"200604",593225,573562,0.47,3.43,581024
"Familienstand","ledig",2006,"200605",597385,574235,0.7,4.03,582953
"Familienstand","ledig",2006,"200606",600914,574729,0.59,4.56,585135
"Familienstand","ledig",2006,"200607",603260,575119,0.39,4.89,587480
"Familienstand","ledig",2006,"200608",604037,575513,0.13,4.96,589857
"Familienstand","ledig",2006,"200609",606697,576414,0.44,5.25,592381
"Familienstand","ledig",2006,"200610",611986,579091,0.87,5.68,595122
"Familienstand","ledig",2006,"200611",613771,580177,0.29,5.79,597921
"Familienstand","ledig",2006,"200612",614378,580617,0.1,5.81,600735
"Familienstand","ledig",2005,"200501",568565,561597,0.24,1.24,564567
"Familienstand","ledig",2005,"200502",570100,561845,0.27,1.47,565255
"Familienstand","ledig",2005,"200503",572023,562844,0.34,1.63,566020
"Familienstand","ledig",2005,"200504",573562,562863,0.27,1.9,566911
"Familienstand","ledig",2005,"200505",574235,563089,0.12,1.98,567840
"Familienstand","ledig",2005,"200506",574729,563498,0.09,1.99,568776
"Familienstand","ledig",2005,"200507",575119,562750,0.07,2.2,569807
"Familienstand","ledig",2005,"200508",575513,563400,0.07,2.15,570816
"Familienstand","ledig",2005,"200509",576414,564474,0.16,2.12,571811
"Familienstand","ledig",2005,"200510",579091,566654,0.46,2.19,572848
"Familienstand","ledig",2005,"200511",580177,567602,0.19,2.22,573896
"Familienstand","ledig",2005,"200512",580617,567220,0.08,2.36,575012
"Familienstand","ledig",2004,"200401",561597,558588,-0.08,0.54,561508
"Familienstand","ledig",2004,"200402",561845,559261,0.04,0.46,561723
"Familienstand","ledig",2004,"200403",562844,559691,0.18,0.56,561986
"Familienstand","ledig",2004,"200404",562863,559938,0,0.52,562230
"Familienstand","ledig",2004,"200405",563089,560501,0.04,0.46,562445
"Familienstand","ledig",2004,"200406",563498,560912,0.07,0.46,562661
"Familienstand","ledig",2004,"200407",562750,561555,-0.13,0.21,562760
"Familienstand","ledig",2004,"200408",563400,561577,0.12,0.32,562912
"Familienstand","ledig",2004,"200409",564474,562596,0.19,0.33,563069
"Familienstand","ledig",2004,"200410",566654,564243,0.39,0.43,563270
"Familienstand","ledig",2004,"200411",567602,564194,0.17,0.6,563554
"Familienstand","ledig",2004,"200412",567220,562029,-0.07,0.92,563986
"Familienstand","ledig",2003,"200301",558588,553166,0.13,0.98,556859
"Familienstand","ledig",2003,"200302",559261,554070,0.12,0.94,557292
"Familienstand","ledig",2003,"200303",559691,555208,0.08,0.81,557665
"Familienstand","ledig",2003,"200304",559938,556668,0.04,0.59,557938
"Familienstand","ledig",2003,"200305",560501,557110,0.1,0.61,558220
"Familienstand","ledig",2003,"200306",560912,556598,0.07,0.78,558580
"Familienstand","ledig",2003,"200307",561555,556463,0.11,0.92,559004
"Familienstand","ledig",2003,"200308",561577,556145,0,0.98,559457
"Familienstand","ledig",2003,"200309",562596,556970,0.18,1.01,559926
"Familienstand","ledig",2003,"200310",564243,558445,0.29,1.04,560409
"Familienstand","ledig",2003,"200311",564194,558179,-0.01,1.08,560910
"Familienstand","ledig",2003,"200312",562029,557863,-0.38,0.75,561257
"Familienstand","ledig",2002,"200201",553166,545220,-0.22,1.46,550817
"Familienstand","ledig",2002,"200202",554070,546450,0.16,1.39,551452
"Familienstand","ledig",2002,"200203",555208,547801,0.21,1.35,552069
"Familienstand","ledig",2002,"200204",556668,548840,0.26,1.43,552722
"Familienstand","ledig",2002,"200205",557110,549805,0.08,1.33,553330
"Familienstand","ledig",2002,"200206",556598,549808,-0.09,1.23,553896
"Familienstand","ledig",2002,"200207",556463,550277,-0.02,1.12,554412
"Familienstand","ledig",2002,"200208",556145,550272,-0.06,1.07,554901
"Familienstand","ledig",2002,"200209",556970,550938,0.15,1.09,555404
"Familienstand","ledig",2002,"200210",558445,553628,0.26,0.87,555805
"Familienstand","ledig",2002,"200211",558179,554428,-0.05,0.68,556118
"Familienstand","ledig",2002,"200212",557863,554391,-0.06,0.63,556407
"Familienstand","ledig",2001,"200101",545220,531130,0.35,2.65,538228
"Familienstand","ledig",2001,"200102",546450,532026,0.23,2.71,539430
"Familienstand","ledig",2001,"200103",547801,533029,0.25,2.77,540661
"Familienstand","ledig",2001,"200104",548840,534420,0.19,2.7,541862
"Familienstand","ledig",2001,"200105",549805,535493,0.18,2.67,543055
"Familienstand","ledig",2001,"200106",549808,536493,0,2.48,544165
"Familienstand","ledig",2001,"200107",550277,537800,0.09,2.32,545204
"Familienstand","ledig",2001,"200108",550272,538016,0,2.28,546226
"Familienstand","ledig",2001,"200109",550938,538811,0.12,2.25,547236
"Familienstand","ledig",2001,"200110",553628,541142,0.49,2.31,548277
"Familienstand","ledig",2001,"200111",554428,542977,0.14,2.11,549231
"Familienstand","ledig",2001,"200112",554391,543305,-0.01,2.04,550155
"Familienstand","ledig",2000,"200001",531130,,0.23,,531130
"Familienstand","ledig",2000,"200002",532026,,0.17,,531578
"Familienstand","ledig",2000,"200003",533029,,0.19,,532062
"Familienstand","ledig",2000,"200004",534420,,0.26,,532651
"Familienstand","ledig",2000,"200005",535493,,0.2,,533220
"Familienstand","ledig",2000,"200006",536493,,0.19,,533765
"Familienstand","ledig",2000,"200007",537800,,0.24,,534342
"Familienstand","ledig",2000,"200008",538016,524685,0.04,2.54,534801
"Familienstand","ledig",2000,"200009",538811,527115,0.15,2.22,535246
"Familienstand","ledig",2000,"200010",541142,528788,0.43,2.34,535836
"Familienstand","ledig",2000,"200011",542977,529906,0.34,2.47,536485
"Familienstand","ledig",2000,"200012",543305,529928,0.06,2.52,537054
"Familienstand","verheiratet",2024,"202401",584071,584648,-0.19,-0.1,583630
"Familienstand","verheiratet",2024,"202402",583988,584283,-0.01,-0.05,583606
"Familienstand","verheiratet",2024,"202403",583844,584043,-0.02,-0.03,583589
"Familienstand","verheiratet",2024,"202404",583990,583732,0.03,0.04,583610
"Familienstand","verheiratet",2024,"202405",584966,581046,0.17,0.67,583937
"Familienstand","verheiratet",2024,"202406",585670,581667,0.12,0.69,584271
"Familienstand","verheiratet",2024,"202407",586464,582758,0.14,0.64,584580
"Familienstand","verheiratet",2024,"202408",586783,583200,0.05,0.61,584878
"Familienstand","verheiratet",2024,"202409",587645,584128,0.15,0.6,585171
"Familienstand","verheiratet",2024,"202410",588418,584665,0.13,0.64,585484
"Familienstand","verheiratet",2024,"202411",588505,584813,0.01,0.63,585792
"Familienstand","verheiratet",2024,"202412",588387,585155,-0.02,0.55,586061
"Familienstand","verheiratet",2023,"202301",584648,578635,-0.11,1.04,583571
"Familienstand","verheiratet",2023,"202302",584283,578571,-0.06,0.99,584047
"Familienstand","verheiratet",2023,"202303",584043,580882,-0.04,0.54,584310
"Familienstand","verheiratet",2023,"202304",583732,582311,-0.05,0.24,584429
"Familienstand","verheiratet",2023,"202305",581046,583430,-0.46,-0.41,584230
"Familienstand","verheiratet",2023,"202306",581667,584313,0.11,-0.45,584010
"Familienstand","verheiratet",2023,"202307",582758,585287,0.19,-0.43,583799
"Familienstand","verheiratet",2023,"202308",583200,583825,0.08,-0.11,583747
"Familienstand","verheiratet",2023,"202309",584128,584391,0.16,-0.05,583725
"Familienstand","verheiratet",2023,"202310",584665,584877,0.09,-0.04,583707
"Familienstand","verheiratet",2023,"202311",584813,585003,0.03,-0.03,583691
"Familienstand","verheiratet",2023,"202312",585155,585313,0.06,-0.03,583678
"Familienstand","verheiratet",2022,"202201",578635,581757,-0.14,-0.54,579522
"Familienstand","verheiratet",2022,"202202",578571,580656,-0.01,-0.36,579348
"Familienstand","verheiratet",2022,"202203",580882,579526,0.4,0.23,579461
"Familienstand","verheiratet",2022,"202204",582311,578994,0.25,0.57,579738
"Familienstand","verheiratet",2022,"202205",583430,578746,0.19,0.81,580128
"Familienstand","verheiratet",2022,"202206",584313,578740,0.15,0.96,580593
"Familienstand","verheiratet",2022,"202207",585287,579162,0.17,1.06,581103
"Familienstand","verheiratet",2022,"202208",583825,579616,-0.25,0.73,581454
"Familienstand","verheiratet",2022,"202209",584391,580896,0.1,0.6,581745
"Familienstand","verheiratet",2022,"202210",584877,580077,0.08,0.83,582145
"Familienstand","verheiratet",2022,"202211",585003,579781,0.02,0.9,582580
"Familienstand","verheiratet",2022,"202212",585313,579436,0.05,1.01,583070
"Familienstand","verheiratet",2021,"202101",581757,585261,-0.22,-0.6,583354
"Familienstand","verheiratet",2021,"202102",580656,585052,-0.19,-0.75,582988
"Familienstand","verheiratet",2021,"202103",579526,584427,-0.19,-0.84,582580
"Familienstand","verheiratet",2021,"202104",578994,583391,-0.09,-0.75,582213
"Familienstand","verheiratet",2021,"202105",578746,582629,-0.04,-0.67,581890
"Familienstand","verheiratet",2021,"202106",578740,582782,0,-0.69,581553
"Familienstand","verheiratet",2021,"202107",579162,582849,0.07,-0.63,581246
"Familienstand","verheiratet",2021,"202108",579616,582960,0.08,-0.57,580967
"Familienstand","verheiratet",2021,"202109",580896,583564,0.22,-0.46,580745
"Familienstand","verheiratet",2021,"202110",580077,584185,-0.14,-0.7,580402
"Familienstand","verheiratet",2021,"202111",579781,583616,-0.05,-0.66,580083
"Familienstand","verheiratet",2021,"202112",579436,583041,-0.06,-0.62,579782
"Familienstand","verheiratet",2020,"202001",585261,579338,-0.08,1.02,582395
"Familienstand","verheiratet",2020,"202002",585052,579081,-0.04,1.03,582893
"Familienstand","verheiratet",2020,"202003",584427,578831,-0.11,0.97,583359
"Familienstand","verheiratet",2020,"202004",583391,579641,-0.18,0.65,583671
"Familienstand","verheiratet",2020,"202005",582629,580025,-0.13,0.45,583888
"Familienstand","verheiratet",2020,"202006",582782,580977,0.03,0.31,584039
"Familienstand","verheiratet",2020,"202007",582849,581990,0.01,0.15,584110
"Familienstand","verheiratet",2020,"202008",582960,582721,0.02,0.04,584130
"Familienstand","verheiratet",2020,"202009",583564,584053,0.1,-0.08,584090
"Familienstand","verheiratet",2020,"202010",584185,585040,0.11,-0.15,584018
"Familienstand","verheiratet",2020,"202011",583616,585362,-0.1,-0.3,583873
"Familienstand","verheiratet",2020,"202012",583041,585757,-0.1,-0.46,583646
"Familienstand","verheiratet",2019,"201901",579338,573215,-0.09,1.07,576213
"Familienstand","verheiratet",2019,"201902",579081,573109,-0.04,1.04,576756
"Familienstand","verheiratet",2019,"201903",578831,572207,-0.04,1.16,577358
"Familienstand","verheiratet",2019,"201904",579641,571645,0.14,1.4,578085
"Familienstand","verheiratet",2019,"201905",580025,,0.07,,578247
"Familienstand","verheiratet",2019,"201906",580977,574071,0.16,1.2,578822
"Familienstand","verheiratet",2019,"201907",581990,575365,0.17,1.15,579375
"Familienstand","verheiratet",2019,"201908",582721,576696,0.13,1.04,579877
"Familienstand","verheiratet",2019,"201909",584053,578048,0.23,1.04,580377
"Familienstand","verheiratet",2019,"201910",585040,578795,0.17,1.08,580897
"Familienstand","verheiratet",2019,"201911",585362,579191,0.06,1.07,581412
"Familienstand","verheiratet",2019,"201912",585757,579881,0.07,1.01,581901
"Familienstand","verheiratet",2018,"201801",573215,576743,-0.08,-0.61,575581
"Familienstand","verheiratet",2018,"201802",573109,575785,-0.02,-0.46,575358
"Familienstand","verheiratet",2018,"201803",572207,575531,-0.16,-0.58,575081
"Familienstand","verheiratet",2018,"201804",571645,575687,-0.1,-0.7,574744
"Familienstand","verheiratet",2018,"201805",,576637,,,
"Familienstand","verheiratet",2018,"201806",574071,577579,,-0.61,574253
"Familienstand","verheiratet",2018,"201807",575365,577592,0.23,-0.39,574050
"Familienstand","verheiratet",2018,"201808",576696,576815,0.23,-0.02,574040
"Familienstand","verheiratet",2018,"201809",578048,574872,0.23,0.55,574328
"Familienstand","verheiratet",2018,"201810",578795,575064,0.13,0.65,574668
"Familienstand","verheiratet",2018,"201811",579191,574507,0.07,0.82,575093
"Familienstand","verheiratet",2018,"201812",579881,573685,0.12,1.08,575657
"Familienstand","verheiratet",2017,"201701",576743,570234,-0.09,1.14,573717
"Familienstand","verheiratet",2017,"201702",575785,570208,-0.17,0.98,574182
"Familienstand","verheiratet",2017,"201703",575531,569684,-0.04,1.03,574669
"Familienstand","verheiratet",2017,"201704",575687,570033,0.03,0.99,575141
"Familienstand","verheiratet",2017,"201705",576637,571079,0.17,0.97,575604
"Familienstand","verheiratet",2017,"201706",577579,572131,0.16,0.95,576058
"Familienstand","verheiratet",2017,"201707",577592,573320,0,0.75,576414
"Familienstand","verheiratet",2017,"201708",576815,574468,-0.13,0.41,576609
"Familienstand","verheiratet",2017,"201709",574872,575852,-0.34,-0.17,576528
"Familienstand","verheiratet",2017,"201710",575064,576700,0.03,-0.28,576391
"Familienstand","verheiratet",2017,"201711",574507,577106,-0.1,-0.45,576175
"Familienstand","verheiratet",2017,"201712",573685,577284,-0.14,-0.62,575875
"Familienstand","verheiratet",2016,"201601",570234,560376,0,1.76,565027
"Familienstand","verheiratet",2016,"201602",570208,560026,0,1.82,565876
"Familienstand","verheiratet",2016,"201603",569684,560039,-0.09,1.72,566679
"Familienstand","verheiratet",2016,"201604",570033,560440,0.06,1.71,567479
"Familienstand","verheiratet",2016,"201605",571079,561525,0.18,1.7,568275
"Familienstand","verheiratet",2016,"201606",572131,562369,0.18,1.74,569088
"Familienstand","verheiratet",2016,"201607",573320,563907,0.21,1.67,569873
"Familienstand","verheiratet",2016,"201608",574468,565598,0.2,1.57,570612
"Familienstand","verheiratet",2016,"201609",575852,567523,0.24,1.47,571306
"Familienstand","verheiratet",2016,"201610",576700,568754,0.15,1.4,571968
"Familienstand","verheiratet",2016,"201611",577106,569704,0.07,1.3,572585
"Familienstand","verheiratet",2016,"201612",577284,570206,0.03,1.24,573175
"Familienstand","verheiratet",2015,"201501",560376,551282,0.02,1.65,555740
"Familienstand","verheiratet",2015,"201502",560026,551109,-0.06,1.62,556483
"Familienstand","verheiratet",2015,"201503",560039,551296,0,1.59,557211
"Familienstand","verheiratet",2015,"201504",560440,551427,0.07,1.63,557962
"Familienstand","verheiratet",2015,"201505",561525,552280,0.19,1.67,558733
"Familienstand","verheiratet",2015,"201506",562369,553250,0.15,1.65,559493
"Familienstand","verheiratet",2015,"201507",563907,554621,0.27,1.67,560267
"Familienstand","verheiratet",2015,"201508",565598,556281,0.3,1.67,561043
"Familienstand","verheiratet",2015,"201509",567523,558371,0.34,1.64,561806
"Familienstand","verheiratet",2015,"201510",568754,559650,0.22,1.63,562564
"Familienstand","verheiratet",2015,"201511",569704,559973,0.17,1.74,563375
"Familienstand","verheiratet",2015,"201512",570206,560242,0.09,1.78,564206
"Familienstand","verheiratet",2014,"201401",551282,543930,0,1.35,547302
"Familienstand","verheiratet",2014,"201402",551109,543409,-0.03,1.42,547943
"Familienstand","verheiratet",2014,"201403",551296,542804,0.03,1.56,548651
"Familienstand","verheiratet",2014,"201404",551427,543140,0.02,1.53,549341
"Familienstand","verheiratet",2014,"201405",552280,543971,0.15,1.53,550034
"Familienstand","verheiratet",2014,"201406",553250,545251,0.18,1.47,550700
"Familienstand","verheiratet",2014,"201407",554621,546715,0.25,1.45,551359
